market,latitude,longitude,commodity,unit,price,year,month
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,181250.0,2015,3
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,52636.0,2015,4
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,180909.0,2015,4
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,174818.0,2015,4
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,51333.0,2015,5
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,178333.0,2015,5
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,188333.0,2015,5
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,53813.0,2015,6
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,170000.0,2015,6
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,205625.0,2015,6
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,58730.33,2015,7
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,164729.67,2015,7
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,175411.0,2015,7
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,59115.0,2015,8
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,166562.67,2015,8
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,175000.0,2015,8
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,58872.0,2015,9
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,162969.0,2015,9
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,171041.5,2015,9
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,62456.5,2015,10
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,170312.5,2015,10
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,164562.5,2015,10
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,67325.33,2015,11
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,183194.33,2015,11
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,186768.0,2015,11
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,65027.0,2015,12
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,190580.67,2015,12
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,194773.0,2015,12
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,64942.33,2016,1
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,193321.67,2016,1
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,201097.33,2016,1
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,67097.69,2016,2
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,192569.44,2016,2
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,192175.93,2016,2
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,64428.0,2016,3
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,191493.0,2016,3
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,183555.67,2016,3
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,42883.33,2016,4
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,178208.5,2016,4
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,177989.5,2016,4
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,58881.33,2016,5
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,173143.67,2016,5
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,176486.33,2016,5
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,59974.33,2016,6
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,162884.33,2016,6
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,177866.0,2016,6
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,60000.0,2016,7
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,164730.0,2016,7
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,178584.67,2016,7
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,58840.33,2016,8
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,163770.0,2016,8
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,185470.33,2016,8
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,59701.67,2016,9
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,161635.0,2016,9
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,179110.0,2016,9
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,65309.67,2016,10
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,163928.67,2016,10
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,188095.33,2016,10
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,74566.0,2016,11
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,162866.33,2016,11
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,188923.0,2016,11
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,92193.33,2016,12
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,163115.0,2016,12
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,186709.33,2016,12
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,97964.88,2017,1
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,172442.71,2017,1
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,194732.14,2017,1
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,99927.775,2017,2
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,191413.04,2017,2
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,205357.14,2017,2
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,99927.775,2017,3
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,188293.1,2017,3
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,207773.81,2017,3
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,99927.775,2017,4
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,185868.06,2017,4
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,209826.39,2017,4
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,99927.775,2017,5
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,193437.5,2017,5
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,194104.17,2017,5
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,82529.76,2017,6
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,183198.46,2017,6
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,200041.67,2017,6
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,73428.57,2017,7
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,183750.0,2017,7
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,202678.57,2017,7
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,60382.0,2017,8
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,184259.0,2017,8
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,196142.0,2017,8
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,53491.0,2017,9
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,182180.0,2017,9
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,200835.0,2017,9
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,54207.41,2017,10
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,191388.89,2017,10
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,194680.56,2017,10
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,52287.5,2017,11
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,188053.57,2017,11
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,201736.11,2017,11
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,52083.33,2017,12
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,189305.56,2017,12
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,200000.0,2017,12
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,47827.78,2018,1
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,189642.86,2018,1
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,207916.67,2018,1
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,49427.08,2018,2
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,196562.5,2018,2
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,197135.42,2018,2
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,51407.41,2018,3
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,198240.74,2018,3
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,196944.44,2018,3
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,46375.0,2018,4
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,210000.0,2018,4
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,199375.0,2018,4
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,49333.33,2018,5
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,170000.0,2018,5
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,206666.67,2018,5
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,49285.71,2018,6
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,171071.43,2018,6
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,185000.0,2018,6
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,42166.67,2018,7
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,145000.0,2018,7
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,186666.67,2018,7
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,45483.33,2018,8
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,164187.5,2018,8
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,191875.0,2018,8
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,40855.22,2018,9
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,281632.5,2018,9
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,190269.36,2018,9
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,35981.48,2018,10
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,167037.04,2018,10
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,186111.11,2018,10
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,44250.0,2018,11
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,167954.55,2018,11
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,186590.91,2018,11
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,52527.78,2018,12
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,158888.89,2018,12
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,185333.33,2018,12
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,58200.0,2019,1
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,171333.33,2019,1
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,192566.67,2019,1
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,65240.74,2019,2
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,184629.63,2019,2
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,197962.96,2019,2
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,55893.94,2019,3
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,184318.18,2019,3
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,190757.58,2019,3
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,61361.11,2019,4
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,180277.78,2019,4
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,187500.0,2019,4
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,68055.56,2019,5
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,173888.89,2019,5
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,187962.96,2019,5
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,71185.19,2019,6
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,166481.48,2019,6
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,183333.33,2019,6
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,76629.03,2019,7
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,166854.84,2019,7
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,182419.35,2019,7
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,77431.82,2019,8
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,178863.64,2019,8
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,190000.0,2019,8
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,74545.45,2019,9
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,185455.0,2019,9
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,191648.0,2019,9
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,85100.0,2019,10
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,200700.0,2019,10
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,202800.0,2019,10
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,86666.67,2019,11
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,203095.24,2019,11
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,232750.0,2019,11
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,86595.45,2019,12
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,199318.18,2019,12
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,210272.73,2019,12
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,99750.0,2020,1
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,201923.08,2020,1
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,258229.17,2020,1
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,85566.18,2020,2
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,205073.53,2020,2
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,248676.47,2020,2
Dar es Salaam - Ilala,-6.8,39.283333,Maize,100 KG,56407.89,2020,3
Dar es Salaam - Ilala,-6.8,39.283333,Rice,100 KG,201907.89,2020,3
Dar es Salaam - Ilala,-6.8,39.283333,Beans,100 KG,232368.42,2020,3
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,57600.0,2020,4
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,203250.0,2020,4
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,225500.0,2020,4
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,53286.0,2020,5
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,182143.0,2020,5
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,232857.0,2020,5
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,60944.0,2020,6
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,180556.0,2020,6
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,229444.0,2020,6
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,61357.0,2020,7
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,177857.0,2020,7
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,215000.0,2020,7
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,53500.0,2020,8
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,177500.0,2020,8
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,215000.0,2020,8
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,57202.0,2020,9
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,174524.0,2020,9
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,225000.0,2020,9
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,60056.0,2020,10
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,170000.0,2020,10
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,220000.0,2020,10
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,57000.0,2020,11
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,170000.0,2020,11
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,220000.0,2020,11
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,58500.0,2020,12
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,180000.0,2020,12
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,220000.0,2020,12
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,56286.0,2021,1
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,180000.0,2021,1
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,220000.0,2021,1
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,53000.0,2021,2
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,132500.0,2021,2
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,220000.0,2021,2
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,49500.0,2021,3
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,178889.0,2021,3
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,215000.0,2021,3
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,46600.0,2021,4
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,180000.0,2021,4
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,214375.0,2021,4
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,46000.0,2021,5
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,175000.0,2021,5
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,210000.0,2021,5
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,47000.0,2021,6
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,170000.0,2021,6
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,210000.0,2021,6
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,46583.0,2021,7
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,161667.0,2021,7
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,210000.0,2021,7
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,45500.0,2021,8
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,160000.0,2021,8
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,210000.0,2021,8
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,45972.0,2021,9
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,160000.0,2021,9
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,198889.0,2021,9
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,47667.0,2021,10
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,160000.0,2021,10
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,190000.0,2021,10
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,153458.0,2021,11
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,170188.0,2021,12
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,170250.0,2022,1
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,65500.0,2022,4
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,203056.0,2022,4
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,212222.0,2022,4
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,210000.0,2022,5
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,220000.0,2022,5
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,99927.775,2022,10
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,260000.0,2022,10
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,288295.45999999996,2022,10
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,99927.775,2022,12
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,279286.0,2022,12
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,288295.45999999996,2022,12
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,99927.775,2023,1
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,281632.5,2023,1
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,288295.45999999996,2023,1
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,99927.775,2023,2
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,281632.5,2023,2
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,288295.45999999996,2023,2
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,99927.775,2023,3
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,281632.5,2023,3
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,288295.45999999996,2023,3
Dar es Salaam - Ilala,-6.83547,39.24672,Maize,100 KG,99927.775,2023,4
Dar es Salaam - Ilala,-6.83547,39.24672,Rice,100 KG,281632.5,2023,4
Dar es Salaam - Ilala,-6.83547,39.24672,Beans,100 KG,288295.45999999996,2023,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,58550.0,2020,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,195750.0,2020,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,245000.0,2020,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,55857.0,2020,5
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,171429.0,2020,5
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,244286.0,2020,5
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,57375.0,2020,6
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,160000.0,2020,6
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,240000.0,2020,6
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,66667.0,2020,7
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,173333.0,2020,7
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,230000.0,2020,7
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,64167.0,2020,8
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,163333.0,2020,8
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,225000.0,2020,8
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,62944.0,2020,9
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,160000.0,2020,9
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,233889.0,2020,9
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,69100.0,2020,10
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,160000.0,2020,10
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,225500.0,2020,10
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,62208.0,2020,11
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,165000.0,2020,11
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,223250.0,2020,11
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,64714.0,2020,12
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,160714.0,2020,12
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,221429.0,2020,12
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,64000.0,2021,1
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,165000.0,2021,1
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,220000.0,2021,1
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,50583.0,2021,2
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,124167.0,2021,2
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,230833.0,2021,2
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,42500.0,2021,3
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,158889.0,2021,3
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,204333.0,2021,3
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,47500.0,2021,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,160000.0,2021,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,210000.0,2021,4
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,44333.0,2021,5
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,155000.0,2021,5
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,210000.0,2021,5
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,42500.0,2021,6
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,146364.0,2021,6
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,210000.0,2021,6
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,62833.0,2021,7
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,141111.0,2021,7
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,214167.0,2021,7
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,61167.0,2021,8
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,150000.0,2021,8
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,223333.0,2021,8
Dar es Salaam - Kinondoni,-6.79932,39.23744,Maize,100 KG,59269.0,2021,9
Dar es Salaam - Kinondoni,-6.79932,39.23744,Rice,100 KG,153846.0,2021,9
Dar es Salaam - Kinondoni,-6.79932,39.23744,Beans,100 KG,225385.0,2021,9
